ENSG00000000419	DPM1	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000108474	PIGL	H. sapiens	S000004894	GPI12	S. cerevisiae	orthologue
ENSG00000108671	PSMD11	H. sapiens	S000002255	RPN6	S. cerevisiae	homologue
ENSG00000108671	PSMD11	H. sapiens	S000002255	RPN6	S. cerevisiae	least diverged orthologue
ENSG00000108671	PSMD11	H. sapiens	S000002255	RPN6	S. cerevisiae	orthologue
ENSG00000108671	PSMD11	H. sapiens	S000002255	RPN6	S. cerevisiae	orthologue
ENSG00000108961	RANGRF	H. sapiens	S000003835	MOG1	S. cerevisiae	homologue
ENSG00000108961	RANGRF	H. sapiens	S000003835	MOG1	S. cerevisiae	least diverged orthologue
ENSG00000108961	RANGRF	H. sapiens	S000003835	MOG1	S. cerevisiae	orthologue
ENSG00000109572	CLCN3	H. sapiens	S000003801	GEF1	S. cerevisiae	homologue
ENSG00000109572	CLCN3	H. sapiens	S000003801	GEF1	S. cerevisiae	orthologue
ENSG00000109572	CLCN3	H. sapiens	S000003801	GEF1	S. cerevisiae	orthologue
ENSG00000109606	DHX15	H. sapiens	S000000815	PRP22	S. cerevisiae	homologue
ENSG00000109606	DHX15	H. sapiens	S000003088	PRP43	S. cerevisiae	least diverged orthologue
ENSG00000109606	DHX15	H. sapiens	S000003088	PRP43	S. cerevisiae	orthologue
ENSG00000109606	DHX15	H. sapiens	S000003088	PRP43	S. cerevisiae	orthologue
ENSG00000110092	CCND1	H. sapiens	S000002314	CLB3	S. cerevisiae	homologue
ENSG00000110092	CCND1	H. sapiens	S000003340	CLB1	S. cerevisiae	homologue
ENSG00000110092	CCND1	H. sapiens	S000003341	CLB6	S. cerevisiae	homologue
ENSG00000110092	CCND1	H. sapiens	S000004200	CLB4	S. cerevisiae	homologue
ENSG00000110092	CCND1	H. sapiens	S000006323	CLB2	S. cerevisiae	homologue
ENSG00000110092	CCND1	H. sapiens	S000006324	CLB5	S. cerevisiae	homologue
ENSG00000110107	PRPF19	H. sapiens	S000000402	TAF5	S. cerevisiae	homologue
ENSG00000110619	CARS	H. sapiens	S000005191	CRS1	S. cerevisiae	homologue
ENSG00000110619	CARS	H. sapiens	S000005191	CRS1	S. cerevisiae	least diverged orthologue
ENSG00000110619	CARS	H. sapiens	S000005191	CRS1	S. cerevisiae	orthologue
ENSG00000110619	CARS	H. sapiens	S000005191	CRS1	S. cerevisiae	orthologue
ENSG00000110700	RPS13	H. sapiens	S000002471	RPS13	S. cerevisiae	homologue
ENSG00000110700	RPS13	H. sapiens	S000002471	RPS13	S. cerevisiae	orthologue
ENSG00000110700	RPS13	H. sapiens	S000002471	RPS13	S. cerevisiae	orthologue
ENSG00000110700	RPS13	H. sapiens	S000002471	RPS13	S. cerevisiae	orthologue
ENSG00000110871	COQ5	H. sapiens	S000004578	COQ5	S. cerevisiae	homologue
ENSG00000110871	COQ5	H. sapiens	S000004578	COQ5	S. cerevisiae	orthologue
ENSG00000110871	COQ5	H. sapiens	S000004578	COQ5	S. cerevisiae	orthologue
ENSG00000110871	COQ5	H. sapiens	S000005456	COQ3	S. cerevisiae	horizontal gene transfer
ENSG00000110921	MVK	H. sapiens	S000004821	ERG12	S. cerevisiae	homologue
ENSG00000110921	MVK	H. sapiens	S000004821	ERG12	S. cerevisiae	least diverged orthologue
ENSG00000110921	MVK	H. sapiens	S000004821	ERG12	S. cerevisiae	orthologue
ENSG00000110921	MVK	H. sapiens	S000004821	ERG12	S. cerevisiae	orthologue
ENSG00000110958	PTGES3	H. sapiens	S000001600	SBA1	S. cerevisiae	least diverged orthologue
ENSG00000110958	PTGES3	H. sapiens	S000001600	SBA1	S. cerevisiae	orthologue
ENSG00000110958	PTGES3	H. sapiens	S000004985	""	S. cerevisiae	homologue
ENSG00000111275	ALDH2	H. sapiens	S000000875	ALD5	S. cerevisiae	homologue
ENSG00000111275	ALDH2	H. sapiens	S000000875	ALD5	S. cerevisiae	least diverged orthologue
ENSG00000111275	ALDH2	H. sapiens	S000000875	ALD5	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000000875	ALD5	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000004779	ALD3	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000004779	ALD3	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000004780	ALD2	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000004780	ALD2	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000005901	ALD4	S. cerevisiae	homologue
ENSG00000111275	ALDH2	H. sapiens	S000005901	ALD4	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000005901	ALD4	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000005982	ALD6	S. cerevisiae	homologue
ENSG00000111275	ALDH2	H. sapiens	S000005982	ALD6	S. cerevisiae	orthologue
ENSG00000111275	ALDH2	H. sapiens	S000005982	ALD6	S. cerevisiae	orthologue
ENSG00000111445	RFC5	H. sapiens	S000003829	RFC2	S. cerevisiae	orthologue
ENSG00000111445	RFC5	H. sapiens	S000005234	RFC3	S. cerevisiae	homologue
ENSG00000111445	RFC5	H. sapiens	S000005234	RFC3	S. cerevisiae	least diverged orthologue
ENSG00000111445	RFC5	H. sapiens	S000005234	RFC3	S. cerevisiae	orthologue
ENSG00000111445	RFC5	H. sapiens	S000005234	RFC3	S. cerevisiae	orthologue
ENSG00000111641	NOP2	H. sapiens	S000005005	NOP2	S. cerevisiae	homologue
ENSG00000111641	NOP2	H. sapiens	S000005005	NOP2	S. cerevisiae	least diverged orthologue
ENSG00000111641	NOP2	H. sapiens	S000005005	NOP2	S. cerevisiae	orthologue
ENSG00000111669	TPI1	H. sapiens	S000002457	TPI1	S. cerevisiae	homologue
ENSG00000111669	TPI1	H. sapiens	S000002457	TPI1	S. cerevisiae	least diverged orthologue
ENSG00000111669	TPI1	H. sapiens	S000002457	TPI1	S. cerevisiae	orthologue
ENSG00000111669	TPI1	H. sapiens	S000002457	TPI1	S. cerevisiae	orthologue
ENSG00000111875	ASF1A	H. sapiens	S000003651	ASF1	S. cerevisiae	homologue
ENSG00000111875	ASF1A	H. sapiens	S000003651	ASF1	S. cerevisiae	least diverged orthologue
ENSG00000111875	ASF1A	H. sapiens	S000003651	ASF1	S. cerevisiae	orthologue
ENSG00000111875	ASF1A	H. sapiens	S000003651	ASF1	S. cerevisiae	orthologue
ENSG00000111880	RNGTT	H. sapiens	S000003098	CEG1	S. cerevisiae	least diverged orthologue
ENSG00000112096	SOD2	H. sapiens	S000001050	SOD2	S. cerevisiae	orthologue
ENSG00000112096	SOD2	H. sapiens	S000001050	SOD2	S. cerevisiae	orthologue
ENSG00000112186	CAP2	H. sapiens	S000005082	SRV2	S. cerevisiae	homologue
ENSG00000112186	CAP2	H. sapiens	S000005082	SRV2	S. cerevisiae	orthologue
ENSG00000112186	CAP2	H. sapiens	S000005082	SRV2	S. cerevisiae	orthologue
ENSG00000112237	CCNC	H. sapiens	S000004970	SSN8	S. cerevisiae	homologue
ENSG00000112237	CCNC	H. sapiens	S000004970	SSN8	S. cerevisiae	least diverged orthologue
ENSG00000112237	CCNC	H. sapiens	S000004970	SSN8	S. cerevisiae	orthologue
ENSG00000112578	BYSL	H. sapiens	S000000451	ENP1	S. cerevisiae	homologue
ENSG00000112578	BYSL	H. sapiens	S000000451	ENP1	S. cerevisiae	least diverged orthologue
ENSG00000112578	BYSL	H. sapiens	S000000451	ENP1	S. cerevisiae	orthologue
ENSG00000112578	BYSL	H. sapiens	S000000451	ENP1	S. cerevisiae	orthologue
ENSG00000112592	TBP	H. sapiens	S000000950	SPT15	S. cerevisiae	homologue
ENSG00000112592	TBP	H. sapiens	S000000950	SPT15	S. cerevisiae	least diverged orthologue
ENSG00000112592	TBP	H. sapiens	S000000950	SPT15	S. cerevisiae	orthologue
ENSG00000112592	TBP	H. sapiens	S000000950	SPT15	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000000690	CDC50	S. cerevisiae	homologue
ENSG00000112697	TMEM30A	H. sapiens	S000000690	CDC50	S. cerevisiae	least diverged orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000000690	CDC50	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000005267	LEM3	S. cerevisiae	homologue
ENSG00000112697	TMEM30A	H. sapiens	S000005267	LEM3	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000005267	LEM3	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000005331	""	S. cerevisiae	homologue
ENSG00000112697	TMEM30A	H. sapiens	S000005331	""	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000005331	""	S. cerevisiae	orthologue
ENSG00000112697	TMEM30A	H. sapiens	S000005331	""	S. cerevisiae	orthologue
ENSG00000113161	HMGCR	H. sapiens	S000004442	HMG2	S. cerevisiae	homologue
ENSG00000113161	HMGCR	H. sapiens	S000004442	HMG2	S. cerevisiae	orthologue
ENSG00000113161	HMGCR	H. sapiens	S000004442	HMG2	S. cerevisiae	orthologue
ENSG00000113161	HMGCR	H. sapiens	S000004540	HMG1	S. cerevisiae	homologue
ENSG00000113161	HMGCR	H. sapiens	S000004540	HMG1	S. cerevisiae	least diverged orthologue
ENSG00000113161	HMGCR	H. sapiens	S000004540	HMG1	S. cerevisiae	orthologue
ENSG00000113161	HMGCR	H. sapiens	S000004540	HMG1	S. cerevisiae	orthologue
ENSG00000113384	GOLPH3	H. sapiens	S000002780	VPS74	S. cerevisiae	homologue
ENSG00000113384	GOLPH3	H. sapiens	S000002780	VPS74	S. cerevisiae	least diverged orthologue
ENSG00000113384	GOLPH3	H. sapiens	S000002780	VPS74	S. cerevisiae	orthologue
ENSG00000113387	SUB1	H. sapiens	S000004642	SUB1	S. cerevisiae	homologue
ENSG00000113387	SUB1	H. sapiens	S000004642	SUB1	S. cerevisiae	least diverged orthologue
ENSG00000113387	SUB1	H. sapiens	S000004642	SUB1	S. cerevisiae	orthologue
ENSG00000113407	TARS	H. sapiens	S000001340	THS1	S. cerevisiae	homologue
ENSG00000113407	TARS	H. sapiens	S000001340	THS1	S. cerevisiae	orthologue
ENSG00000113407	TARS	H. sapiens	S000001340	THS1	S. cerevisiae	orthologue
ENSG00000113407	TARS	H. sapiens	S000001340	THS1	S. cerevisiae	orthologue
ENSG00000113407	TARS	H. sapiens	S000001677	MST1	S. cerevisiae	orthologue
ENSG00000114480	GBE1	H. sapiens	S000000737	GLC3	S. cerevisiae	homologue
ENSG00000114480	GBE1	H. sapiens	S000000737	GLC3	S. cerevisiae	least diverged orthologue
ENSG00000114480	GBE1	H. sapiens	S000000737	GLC3	S. cerevisiae	orthologue
ENSG00000114480	GBE1	H. sapiens	S000000737	GLC3	S. cerevisiae	orthologue
ENSG00000114942	EEF1B2	H. sapiens	S000000003	EFB1	S. cerevisiae	homologue
ENSG00000114942	EEF1B2	H. sapiens	S000000003	EFB1	S. cerevisiae	least diverged orthologue
ENSG00000114942	EEF1B2	H. sapiens	S000000003	EFB1	S. cerevisiae	orthologue
ENSG00000114942	EEF1B2	H. sapiens	S000000003	EFB1	S. cerevisiae	orthologue
ENSG00000115163	CENPA	H. sapiens	S000001532	CSE4	S. cerevisiae	homologue
ENSG00000115163	CENPA	H. sapiens	S000001532	CSE4	S. cerevisiae	least diverged orthologue
ENSG00000115163	CENPA	H. sapiens	S000001532	CSE4	S. cerevisiae	orthologue
ENSG00000115204	MPV17	H. sapiens	S000004241	SYM1	S. cerevisiae	homologue
ENSG00000115204	MPV17	H. sapiens	S000004241	SYM1	S. cerevisiae	least diverged orthologue
ENSG00000115204	MPV17	H. sapiens	S000004241	SYM1	S. cerevisiae	orthologue
ENSG00000115233	PSMD14	H. sapiens	S000001900	RPN11	S. cerevisiae	homologue
ENSG00000115233	PSMD14	H. sapiens	S000001900	RPN11	S. cerevisiae	least diverged orthologue
ENSG00000115233	PSMD14	H. sapiens	S000001900	RPN11	S. cerevisiae	orthologue
ENSG00000115233	PSMD14	H. sapiens	S000001900	RPN11	S. cerevisiae	orthologue
ENSG00000115685	PPP1R7	H. sapiens	S000001676	SDS22	S. cerevisiae	homologue
ENSG00000115685	PPP1R7	H. sapiens	S000001676	SDS22	S. cerevisiae	orthologue
ENSG00000115685	PPP1R7	H. sapiens	S000001676	SDS22	S. cerevisiae	orthologue
ENSG00000115840	SLC25A12	H. sapiens	S000006225	AGC1	S. cerevisiae	homologue
ENSG00000115840	SLC25A12	H. sapiens	S000006225	AGC1	S. cerevisiae	least diverged orthologue
ENSG00000115840	SLC25A12	H. sapiens	S000006225	AGC1	S. cerevisiae	orthologue
ENSG00000115840	SLC25A12	H. sapiens	S000006332	ANT1	S. cerevisiae	orthologue
ENSG00000115904	SOS1	H. sapiens	S000000634	BUD5	S. cerevisiae	orthologue
ENSG00000115904	SOS1	H. sapiens	S000004301	CDC25	S. cerevisiae	homologue
ENSG00000115904	SOS1	H. sapiens	S000004301	CDC25	S. cerevisiae	orthologue
ENSG00000115970	THADA	H. sapiens	S000004872	TRM732	S. cerevisiae	homologue
ENSG00000115970	THADA	H. sapiens	S000004872	TRM732	S. cerevisiae	least diverged orthologue
ENSG00000116030	SUMO1	H. sapiens	S000002771	ESC2	S. cerevisiae	orthologue
ENSG00000116030	SUMO1	H. sapiens	S000002918	SMT3	S. cerevisiae	homologue
ENSG00000116030	SUMO1	H. sapiens	S000002918	SMT3	S. cerevisiae	least diverged orthologue
ENSG00000116030	SUMO1	H. sapiens	S000002918	SMT3	S. cerevisiae	orthologue
ENSG00000116039	ATP6V1B1	H. sapiens	S000000331	VMA2	S. cerevisiae	homologue
ENSG00000116039	ATP6V1B1	H. sapiens	S000000331	VMA2	S. cerevisiae	orthologue
ENSG00000116039	ATP6V1B1	H. sapiens	S000000331	VMA2	S. cerevisiae	orthologue
ENSG00000116237	ICMT	H. sapiens	S000002818	STE14	S. cerevisiae	homologue
ENSG00000116237	ICMT	H. sapiens	S000002818	STE14	S. cerevisiae	least diverged orthologue
ENSG00000116237	ICMT	H. sapiens	S000002818	STE14	S. cerevisiae	orthologue
ENSG00000116237	ICMT	H. sapiens	S000002818	STE14	S. cerevisiae	orthologue
ENSG00000116353	MECR	H. sapiens	S000000230	ETR1	S. cerevisiae	homologue
ENSG00000116353	MECR	H. sapiens	S000000230	ETR1	S. cerevisiae	least diverged orthologue
ENSG00000116353	MECR	H. sapiens	S000000230	ETR1	S. cerevisiae	orthologue
ENSG00000116353	MECR	H. sapiens	S000000230	ETR1	S. cerevisiae	orthologue
ENSG00000116353	MECR	H. sapiens	S000002405	SOR2	S. cerevisiae	horizontal gene transfer
ENSG00000116353	MECR	H. sapiens	S000003920	SOR1	S. cerevisiae	horizontal gene transfer
ENSG00000116353	MECR	H. sapiens	S000004060	XYL2	S. cerevisiae	horizontal gene transfer
ENSG00000116353	MECR	H. sapiens	S000004600	""	S. cerevisiae	orthologue
ENSG00000117118	SDHB	H. sapiens	S000003964	SDH2	S. cerevisiae	homologue
ENSG00000117118	SDHB	H. sapiens	S000003964	SDH2	S. cerevisiae	least diverged orthologue
ENSG00000117118	SDHB	H. sapiens	S000003964	SDH2	S. cerevisiae	orthologue
ENSG00000117118	SDHB	H. sapiens	S000003964	SDH2	S. cerevisiae	orthologue
ENSG00000117143	UAP1	H. sapiens	S000001004	""	S. cerevisiae	horizontal gene transfer
ENSG00000117143	UAP1	H. sapiens	S000001518	UGP1	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000117143	UAP1	H. sapiens	S000002261	QRI1	S. cerevisiae	homologue
ENSG00000117143	UAP1	H. sapiens	S000002261	QRI1	S. cerevisiae	least diverged orthologue
ENSG00000117143	UAP1	H. sapiens	S000002261	QRI1	S. cerevisiae	orthologue
ENSG00000117143	UAP1	H. sapiens	S000002261	QRI1	S. cerevisiae	orthologue
ENSG00000117308	GALE	H. sapiens	S000000223	GAL10	S. cerevisiae	homologue
ENSG00000117308	GALE	H. sapiens	S000000223	GAL10	S. cerevisiae	least diverged orthologue
ENSG00000117308	GALE	H. sapiens	S000000223	GAL10	S. cerevisiae	orthologue
ENSG00000117682	DHDDS	H. sapiens	S000000206	RER2	S. cerevisiae	homologue
ENSG00000117682	DHDDS	H. sapiens	S000000206	RER2	S. cerevisiae	least diverged orthologue
ENSG00000117682	DHDDS	H. sapiens	S000000206	RER2	S. cerevisiae	orthologue
ENSG00000117682	DHDDS	H. sapiens	S000000206	RER2	S. cerevisiae	orthologue
ENSG00000117682	DHDDS	H. sapiens	S000004707	SRT1	S. cerevisiae	orthologue
ENSG00000117682	DHDDS	H. sapiens	S000004707	SRT1	S. cerevisiae	orthologue
ENSG00000118515	SGK1	H. sapiens	S000000687	KIN82	S. cerevisiae	orthologue
ENSG00000118515	SGK1	H. sapiens	S000001248	SCH9	S. cerevisiae	homologue
ENSG00000118515	SGK1	H. sapiens	S000001248	SCH9	S. cerevisiae	orthologue
ENSG00000118515	SGK1	H. sapiens	S000001609	YPK1	S. cerevisiae	homologue
ENSG00000118515	SGK1	H. sapiens	S000001609	YPK1	S. cerevisiae	orthologue
ENSG00000118515	SGK1	H. sapiens	S000004710	YPK2	S. cerevisiae	homologue
ENSG00000118515	SGK1	H. sapiens	S000004710	YPK2	S. cerevisiae	orthologue
ENSG00000118515	SGK1	H. sapiens	S000005330	FPK1	S. cerevisiae	orthologue
ENSG00000119048	UBE2B	H. sapiens	S000003026	RAD6	S. cerevisiae	homologue
ENSG00000119048	UBE2B	H. sapiens	S000003026	RAD6	S. cerevisiae	orthologue
ENSG00000119048	UBE2B	H. sapiens	S000003026	RAD6	S. cerevisiae	orthologue
ENSG00000119048	UBE2B	H. sapiens	S000003026	RAD6	S. cerevisiae	orthologue
ENSG00000119048	UBE2B	H. sapiens	S000004297	UBC12	S. cerevisiae	horizontal gene transfer
ENSG00000119227	PIGZ	H. sapiens	S000005675	SMP3	S. cerevisiae	homologue
ENSG00000119227	PIGZ	H. sapiens	S000005675	SMP3	S. cerevisiae	least diverged orthologue
ENSG00000119227	PIGZ	H. sapiens	S000005675	SMP3	S. cerevisiae	orthologue
ENSG00000119414	PPP6C	H. sapiens	S000002205	SIT4	S. cerevisiae	homologue
ENSG00000119414	PPP6C	H. sapiens	S000002205	SIT4	S. cerevisiae	least diverged orthologue
ENSG00000119414	PPP6C	H. sapiens	S000002205	SIT4	S. cerevisiae	orthologue
ENSG00000119414	PPP6C	H. sapiens	S000002205	SIT4	S. cerevisiae	orthologue
ENSG00000119523	ALG2	H. sapiens	S000003033	ALG2	S. cerevisiae	homologue
ENSG00000119523	ALG2	H. sapiens	S000003033	ALG2	S. cerevisiae	least diverged orthologue
ENSG00000119523	ALG2	H. sapiens	S000003033	ALG2	S. cerevisiae	orthologue
ENSG00000119523	ALG2	H. sapiens	S000003033	ALG2	S. cerevisiae	orthologue
ENSG00000119537	KDSR	H. sapiens	S000000319	LYS2	S. cerevisiae	homologue
ENSG00000119537	KDSR	H. sapiens	S000000469	TSC10	S. cerevisiae	least diverged orthologue
ENSG00000119655	NPC2	H. sapiens	S000002204	NPC2	S. cerevisiae	least diverged orthologue
ENSG00000119723	COQ6	H. sapiens	S000000194	BNA4	S. cerevisiae	horizontal gene transfer
ENSG00000119723	COQ6	H. sapiens	S000003487	COQ6	S. cerevisiae	homologue
ENSG00000119723	COQ6	H. sapiens	S000003487	COQ6	S. cerevisiae	least diverged orthologue
ENSG00000119723	COQ6	H. sapiens	S000003487	COQ6	S. cerevisiae	orthologue
ENSG00000119723	COQ6	H. sapiens	S000003487	COQ6	S. cerevisiae	orthologue
ENSG00000119915	ELOVL3	H. sapiens	S000000630	ELO2	S. cerevisiae	homologue
ENSG00000119915	ELOVL3	H. sapiens	S000003732	ELO1	S. cerevisiae	homologue
ENSG00000119915	ELOVL3	H. sapiens	S000003732	ELO1	S. cerevisiae	orthologue
ENSG00000119915	ELOVL3	H. sapiens	S000004364	ELO3	S. cerevisiae	homologue
ENSG00000119915	ELOVL3	H. sapiens	S000004364	ELO3	S. cerevisiae	orthologue
ENSG00000120697	ALG5	H. sapiens	S000006148	ALG5	S. cerevisiae	homologue
ENSG00000120697	ALG5	H. sapiens	S000006148	ALG5	S. cerevisiae	least diverged orthologue
ENSG00000120697	ALG5	H. sapiens	S000006148	ALG5	S. cerevisiae	orthologue
ENSG00000120697	ALG5	H. sapiens	S000006148	ALG5	S. cerevisiae	orthologue
ENSG00000120697	ALG5	H. sapiens	S000006387	DPM1	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000120705	ETF1	H. sapiens	S000000347	SUP45	S. cerevisiae	homologue
ENSG00000120705	ETF1	H. sapiens	S000000347	SUP45	S. cerevisiae	least diverged orthologue
ENSG00000120705	ETF1	H. sapiens	S000000347	SUP45	S. cerevisiae	orthologue
ENSG00000120705	ETF1	H. sapiens	S000000347	SUP45	S. cerevisiae	orthologue
ENSG00000122406	RPL5	H. sapiens	S000006052	RPL5	S. cerevisiae	homologue
ENSG00000122406	RPL5	H. sapiens	S000006052	RPL5	S. cerevisiae	least diverged orthologue
ENSG00000122406	RPL5	H. sapiens	S000006052	RPL5	S. cerevisiae	orthologue
ENSG00000122406	RPL5	H. sapiens	S000006052	RPL5	S. cerevisiae	orthologue
ENSG00000123136	DDX39A	H. sapiens	S000002242	SUB2	S. cerevisiae	homologue
ENSG00000123136	DDX39A	H. sapiens	S000002242	SUB2	S. cerevisiae	least diverged orthologue
ENSG00000123136	DDX39A	H. sapiens	S000002242	SUB2	S. cerevisiae	orthologue
ENSG00000123191	ATP7B	H. sapiens	S000000499	PCA1	S. cerevisiae	orthologue
ENSG00000123191	ATP7B	H. sapiens	S000002678	CCC2	S. cerevisiae	homologue
ENSG00000123191	ATP7B	H. sapiens	S000002678	CCC2	S. cerevisiae	least diverged orthologue
ENSG00000123191	ATP7B	H. sapiens	S000002678	CCC2	S. cerevisiae	orthologue
ENSG00000123374	CDK2	H. sapiens	S000000364	CDC28	S. cerevisiae	homologue
ENSG00000123374	CDK2	H. sapiens	S000000364	CDC28	S. cerevisiae	least diverged orthologue
ENSG00000123374	CDK2	H. sapiens	S000000364	CDC28	S. cerevisiae	orthologue
ENSG00000123374	CDK2	H. sapiens	S000000364	CDC28	S. cerevisiae	orthologue
ENSG00000123737	EXOSC9	H. sapiens	S000002688	RRP45	S. cerevisiae	homologue
ENSG00000123737	EXOSC9	H. sapiens	S000002688	RRP45	S. cerevisiae	least diverged orthologue
ENSG00000123737	EXOSC9	H. sapiens	S000002688	RRP45	S. cerevisiae	orthologue
ENSG00000123737	EXOSC9	H. sapiens	S000002688	RRP45	S. cerevisiae	orthologue
ENSG00000123975	CKS2	H. sapiens	S000000339	CKS1	S. cerevisiae	homologue
ENSG00000123975	CKS2	H. sapiens	S000000339	CKS1	S. cerevisiae	least diverged orthologue
ENSG00000125743	SNRPD2	H. sapiens	S000004265	SMD2	S. cerevisiae	homologue
ENSG00000125743	SNRPD2	H. sapiens	S000004265	SMD2	S. cerevisiae	least diverged orthologue
ENSG00000125743	SNRPD2	H. sapiens	S000004265	SMD2	S. cerevisiae	orthologue
ENSG00000125877	ITPA	H. sapiens	S000003830	HAM1	S. cerevisiae	homologue
ENSG00000125877	ITPA	H. sapiens	S000003830	HAM1	S. cerevisiae	least diverged orthologue
ENSG00000125877	ITPA	H. sapiens	S000003830	HAM1	S. cerevisiae	orthologue
ENSG00000125977	EIF2S2	H. sapiens	S000006158	SUI3	S. cerevisiae	homologue
ENSG00000125977	EIF2S2	H. sapiens	S000006158	SUI3	S. cerevisiae	least diverged orthologue
ENSG00000125977	EIF2S2	H. sapiens	S000006158	SUI3	S. cerevisiae	orthologue
ENSG00000126067	PSMB2	H. sapiens	S000000814	PRE1	S. cerevisiae	homologue
ENSG00000126067	PSMB2	H. sapiens	S000000814	PRE1	S. cerevisiae	least diverged orthologue
ENSG00000126067	PSMB2	H. sapiens	S000000814	PRE1	S. cerevisiae	orthologue
ENSG00000126067	PSMB2	H. sapiens	S000000814	PRE1	S. cerevisiae	orthologue
ENSG00000126267	COX6B1	H. sapiens	S000004028	COX12	S. cerevisiae	homologue
ENSG00000126267	COX6B1	H. sapiens	S000004028	COX12	S. cerevisiae	least diverged orthologue
ENSG00000126267	COX6B1	H. sapiens	S000004028	COX12	S. cerevisiae	orthologue
ENSG00000126267	COX6B1	H. sapiens	S000004028	COX12	S. cerevisiae	orthologue
ENSG00000126524	SBDS	H. sapiens	S000004012	SDO1	S. cerevisiae	homologue
ENSG00000126524	SBDS	H. sapiens	S000004012	SDO1	S. cerevisiae	least diverged orthologue
ENSG00000126524	SBDS	H. sapiens	S000004012	SDO1	S. cerevisiae	orthologue
ENSG00000126524	SBDS	H. sapiens	S000004012	SDO1	S. cerevisiae	orthologue
ENSG00000126581	BECN1	H. sapiens	S000006041	VPS30	S. cerevisiae	homologue
ENSG00000126581	BECN1	H. sapiens	S000006041	VPS30	S. cerevisiae	least diverged orthologue
ENSG00000126581	BECN1	H. sapiens	S000006041	VPS30	S. cerevisiae	orthologue
ENSG00000126581	BECN1	H. sapiens	S000006041	VPS30	S. cerevisiae	orthologue
ENSG00000126814	TRMT5	H. sapiens	S000001112	TRM5	S. cerevisiae	homologue
ENSG00000126814	TRMT5	H. sapiens	S000001112	TRM5	S. cerevisiae	least diverged orthologue
ENSG00000126814	TRMT5	H. sapiens	S000001112	TRM5	S. cerevisiae	orthologue
ENSG00000126814	TRMT5	H. sapiens	S000001112	TRM5	S. cerevisiae	orthologue
ENSG00000126821	SGPP1	H. sapiens	S000001761	YSR3	S. cerevisiae	homologue
ENSG00000126821	SGPP1	H. sapiens	S000001761	YSR3	S. cerevisiae	least diverged orthologue
ENSG00000126821	SGPP1	H. sapiens	S000001761	YSR3	S. cerevisiae	orthologue
ENSG00000126821	SGPP1	H. sapiens	S000003670	LCB3	S. cerevisiae	homologue
ENSG00000126821	SGPP1	H. sapiens	S000003670	LCB3	S. cerevisiae	least diverged orthologue
ENSG00000126821	SGPP1	H. sapiens	S000003670	LCB3	S. cerevisiae	orthologue
ENSG00000126953	TIMM8A	H. sapiens	S000007348	TIM8	S. cerevisiae	homologue
ENSG00000126953	TIMM8A	H. sapiens	S000007348	TIM8	S. cerevisiae	orthologue
ENSG00000127080	IPPK	H. sapiens	S000002723	IPK1	S. cerevisiae	least diverged orthologue
ENSG00000127445	PIN1	H. sapiens	S000003778	ESS1	S. cerevisiae	homologue
ENSG00000127445	PIN1	H. sapiens	S000003778	ESS1	S. cerevisiae	least diverged orthologue
ENSG00000127445	PIN1	H. sapiens	S000003778	ESS1	S. cerevisiae	orthologue
ENSG00000127445	PIN1	H. sapiens	S000003778	ESS1	S. cerevisiae	orthologue
ENSG00000127554	GFER	H. sapiens	S000003261	ERV1	S. cerevisiae	homologue
ENSG00000127554	GFER	H. sapiens	S000003261	ERV1	S. cerevisiae	least diverged orthologue
ENSG00000127554	GFER	H. sapiens	S000003261	ERV1	S. cerevisiae	orthologue
ENSG00000127554	GFER	H. sapiens	S000006241	ERV2	S. cerevisiae	orthologue
ENSG00000127554	GFER	H. sapiens	S000006241	ERV2	S. cerevisiae	orthologue
ENSG00000128039	SRD5A3	H. sapiens	S000001311	DFG10	S. cerevisiae	least diverged orthologue
ENSG00000128039	SRD5A3	H. sapiens	S000001311	DFG10	S. cerevisiae	orthologue
ENSG00000128463	EMC4	H. sapiens	S000003200	EMC4	S. cerevisiae	homologue
ENSG00000128463	EMC4	H. sapiens	S000003200	EMC4	S. cerevisiae	least diverged orthologue
